NlmUniqueID	MeshHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid
7701756	Surgery, Plastic	yes	12.0	yes		
14650160R	Medicine					
22410280R	Aerospace Medicine					
22410530R	Research					
22410510R	Research					
8813229	Dentistry					
0370447	General Surgery					
101149451	Africa					
101149451	Delivery of Health Care					
101149451	Medicine					
101146510	Acquired Immunodeficiency Syndrome	yes	0.0	yes		
101146510	Africa	yes	0.0	yes		
9439497	Delivery of Health Care					
9439497	Developing Countries					
9439497	Health Policy					
9439497	Medicine					
7801013	Medicine					
7611908	Medicine					
101255062	Child	yes	0.0	yes		
101255062	Infant	yes	0.0	yes		
101255062	Surgical Procedures, Operative	yes	0.0	yes		
101520860	Family Health	yes	0.0	yes		
101520860	Primary Health Care	yes	0.0	yes		
7802295	Psychiatry					
101465030	Mental Disorders					
101465030	Psychiatry					
9712263	Africa					
9712263	Reproductive Medicine					
101232990	Africa					
101232990	Complementary Therapies					
101232990	Herbal Medicine					
101232990	Medicine, African Traditional					
101232990	Plants, Medicinal					
101250497	Aged					
101250497	Aging					
0375655	Aging	yes	12.0	yes	yes	yes
0375655	Geriatrics	yes	12.0	yes	yes	yes
7808411	Geriatrics					
101128963	Aging	yes	12.0	yes	yes	yes
101128963	Developmental Biology	yes	12.0	yes	yes	yes
0213341	Pharmacology					
7801014	Histamine					
7801014	Inflammation					
7801014	Pharmacology					
7801014	Toxicology					
0376310	Medicine					
0376310	Therapeutics					
14650240R	Physiology					
0370451	Pediatrics					
1260261	Communicable Diseases					
0370450	Ophthalmology					
7502265	Aggression	yes	12.0	yes	yes	yes
0050677	Geriatrics					
101508617	Aging	yes	0.0	yes		
9102503	Aging					
9102503	Geriatrics					
101130839	Aging	yes	0.0	yes		
101130839	Cellular Senescence	yes	0.0	yes		
101132995	Aging	yes	12.0	yes	yes	yes
101132995	Geriatrics	yes	12.0	yes	yes	yes
7910857	Geriatrics					
9808210	Aging	yes	0.0	yes		
9808210	Men	yes	0.0	yes		
9808210	Sex Factors	yes	0.0	yes		
9705773	Aged	yes	12.0	yes	yes	yes
9705773	Aging	yes	12.0	yes	yes	yes
9705773	Mental Disorders	yes	12.0	yes	yes	yes
9705773	Mental Health	yes	12.0	yes	yes	yes
9705773	Mental Health Services	yes	12.0	yes	yes	yes
101128131	Aged					
101128131	Geriatrics					
101128131	Health Services for the Aged					
101128131	Health Status					
101128131	Health Status Indicators					
0321470	Nursing					
0121575	Biochemistry					
0121575	Physiology					
0121575	Psychopharmacology					
0121575	Stress, Physiological					
9426197	Pain					
0370452	Biochemistry					
0370452	Chemistry, Agricultural					
101223105	Health Maintenance Organizations					
101223105	Insurance, Health					
101223105	United States					
0362122	Canada					
0362122	Education, Medical					
0362122	Hospitals, Teaching					
0362122	Societies, Medical					
0362122	United States					
2985175R	Nursing					
2985175R	Public Health					
101138795	Economics, Hospital					
101138795	Fund Raising					
101138795	Health Planning Support					
9424852	Neoplasms					
7501066	Dentistry					
9206301	Dentistry					
8710219	Acquired Immunodeficiency Syndrome	yes	12.0	yes	yes	yes
101129445	Acquired Immunodeficiency Syndrome					
101129445	HIV Infections					
101129445	Public Policy					
101129445	United States					
9014916	Acquired Immunodeficiency Syndrome					
9014916	Public Policy					
9014916	United States					
8608900	Acquired Immunodeficiency Syndrome					
9712133	Acquired Immunodeficiency Syndrome	yes	12.0	yes	yes	yes
9712133	Behavior	yes	12.0	yes	yes	yes
9712133	Health Knowledge, Attitudes, Practice	yes	12.0	yes	yes	yes
8915313	Acquired Immunodeficiency Syndrome	yes	12.0	yes	yes	yes
8915313	Social Support	yes	12.0	yes	yes	yes
9000367	Acquired Immunodeficiency Syndrome					
8914235	Acquired Immunodeficiency Syndrome					
9002873	Acquired Immunodeficiency Syndrome					
8812089	Acquired Immunodeficiency Syndrome					
9508188	Acquired Immunodeficiency Syndrome					
8710781	Acquired Immunodeficiency Syndrome					
8710781	HIV Infections					
9607225	Acquired Immunodeficiency Syndrome	yes	0.0	yes	yes	yes
9607225	HIV Infections	yes	0.0	yes	yes	yes
9607225	Sexually Transmitted Diseases	yes	0.0	yes	yes	yes
8703425	Acquired Immunodeficiency Syndrome					
8703425	Public Policy					
8703425	United States					
8708548	Acquired Immunodeficiency Syndrome					
8708548	Public Policy					
8708548	United States					
9206753	Acquired Immunodeficiency Syndrome					
9206753	HIV Infections					
8310361	Acquired Immunodeficiency Syndrome					
8709376	Acquired Immunodeficiency Syndrome	yes	0.0	yes	yes	yes
8709376	Retroviridae	yes	0.0	yes	yes	yes
101237921	Acquired Immunodeficiency Syndrome	yes	0.0	yes		
101237921	HIV Infections	yes	0.0	yes		
101134876	Acquired Immunodeficiency Syndrome					
101134876	HIV Infections					
101134876	Retroviridae					
8809835	Acquired Immunodeficiency Syndrome					
101146781	Environmental Health					
101146781	Occupational Health					
101146781	Occupational Medicine					
100939625	Environmental Health					
100939625	Occupational Health					
100939625	Occupational Medicine					
9312325	Aircraft	yes	12.0	yes	yes	yes
9312325	Emergency Medical Services	yes	12.0	yes	yes	yes
9312325	Transportation of Patients	yes	12.0	yes	yes	yes
22410590R	Aerospace Medicine					
9433394	Air Pollution					
9433394	Hazardous Waste					
9433394	Waste Management					
8003708	Nervous System	yes	0.0	yes	yes	yes
8003708	Neuroradiography	yes	0.0	yes	yes	yes
8003708	Radionuclide Imaging	yes	0.0	yes	yes	yes
101631047	Bioethical Issues	yes	12.0	yes	yes	yes
101631047	Ethics, Clinical	yes	12.0	yes	yes	yes
101631047	Ethics, Research	yes	12.0	yes	yes	yes
101518076	Bioethical Issues	yes	12.0	yes	yes	yes
101518076	Neurosciences	yes	12.0	yes	yes	yes
7708173	Neoplasms					
7708173	Nuclear Medicine					
7708173	Radiography					
7708173	Radiology					
0234014	Sociology					
0370453	Medicine					
7611910	Speech Disorders					
0421403	Geriatrics					
0177222	Otolaryngology					
0267464	General Surgery					
7705398	General Surgery					
7705398	Orthopedics					
9102962	Radiography					
0421405	Wounds and Injuries					
0421406	Urology	yes	12.0	yes	yes	yes
0370456	Gynecology					
0370456	Obstetrics					
0342064	Medicine					
0242776	Dentistry					
0376521	Medicine					
8310343	Medicine					
22440280R	Social Welfare					
0203272	Dentistry					
0203272	Education, Dental					
0370457	Medicine					
0042336	Nursing					
0415505	Medicine					
0044637	Ophthalmology					
0061573	Ophthalmology					
8502311	Alcoholism	yes	12.0	yes	yes	yes
8502311	Ethanol	yes	12.0	yes	yes	yes
8310684	Alcoholism	yes	12.0	yes	yes	yes
8310684	Ethanol	yes	12.0	yes	yes	yes
8804836	Alcoholism					
7707242	Alcoholism	yes	12.0	yes	yes	yes
8601074	Alcoholism					
8601074	Substance-Related Disorders					
0365245	Alcoholism					
14720310R	Alcoholism					
101594475	Alcohol Drinking					
101594475	Alcoholic Beverages					
101594475	Alcoholism					
100900708	Alcohol Drinking					
100900708	Alcoholic Beverages					
100900708	Alcoholism					
0140326	Allergy and Immunology					
0140326	Hypersensitivity					
9426498	Dentistry					
14720440R	General Surgery					
14720440R	Medicine					
0370460	Egypt					
0370460	Medicine					
14720550R	Medicine					
8707234	Digestive System Diseases	yes	12.0	yes	yes	yes
8707234	Pharmacology	yes	12.0	yes	yes	yes
8707234	Therapeutics	yes	12.0	yes	yes	yes
0064233	Diet					
0064233	Nutritional Physiological Phenomena					
9812842	Alkaloids					
0313664	Allergy and Immunology					
0313664	Asthma					
0313664	Hypersensitivity					
0370461	Asthma					
0370461	Hypersensitivity					
0314702	Allergy and Immunology					
0314702	Hypersensitivity					
0245775	Allergy and Immunology					
0245775	Hypersensitivity					
0370073	Allergy and Immunology	yes	0.0	yes		
0370073	Hypersensitivity	yes	0.0	yes		
9616296	Allergy and Immunology	yes	0.0	yes		
9616296	Hypersensitivity	yes	0.0	yes		
7804028	Hypersensitivity	yes	12.0	yes	yes	yes
9603640	Allergy and Immunology					
9603640	Asthma					
9603640	Hypersensitivity					
9603640	United States					
8902396	Allergy and Immunology					
8902396	Hypersensitivity					
0370462	Homeopathy					
7806480	Allied Health Personnel					
7806480	Behavioral Sciences					
7806480	Health Occupations					
14730480R	Dentistry					
22440520R	Alaska					
22440520R	Public Health					
9715340	Alaska					
9715340	Health Status Indicators					
9715340	Vital Statistics					
100883278	Alberta					
100883278	Nursing					
100883278	Societies, Nursing					
1307126	Geriatrics					
1307126	Growth					
8110074	Animals, Laboratory	yes	0.0	yes	yes	yes
8110074	Research	yes	0.0	yes	yes	yes
9705340	Complementary Therapies					
9502013	Complementary Therapies					
100953980	Animal Testing Alternatives	yes	0.0	yes		
100953980	Animal Welfare	yes	0.0	yes		
7706527	Education, Nursing					
7706527	Nursing					
7706527	Societies, Nursing					
0042365	Nursing					
0042365	Societies					
7604908	Dentistry					
7604908	Schools, Dental					
7604908	United States					
21430160R	Dentistry					
0154405	Medicine					
7705977	Education, Nursing					
7705977	Nursing					
7705977	Societies, Nursing					
8504267	Nursing					
8504267	Societies					
8704771	Alzheimer Disease	yes	12.0	yes	yes	yes
101231978	Alzheimer Disease	yes	12.0	yes	yes	yes
101231978	Dementia	yes	12.0	yes	yes	yes
101511643	Alzheimer Disease	yes	0.0	yes		
0414670	Deafness	yes	12.0	yes		
14740240R	Archives					
0370464	Rehabilitation					
7501070	Occupational Health Nursing					
0055030	Social Sciences					
8804377	Biotechnology					
8804377	Equipment and Supplies					
8804377	Laboratories					
0370463	Medicine					
0370463	Therapeutics					
8903666	Clinical Laboratory Techniques					
8903666	Equipment and Supplies					
8102266	Medicine					
0135256	Disabled Persons					
0135256	Rehabilitation					
7809986	Drug Industry					
7809986	Pharmacy					
14810500R	Economics					
7703832	Education					
7703832	United States					
1272646	Family Practice					
1272646	Medicine					
1273362	Family Practice					
1273362	Medicine					
101156064	Cardiology					
101156064	Hospitals, Special					
101156064	Thoracic Surgery					
0370465	Blood Circulation	yes	12.0	yes	yes	yes
0370465	Cardiology	yes	12.0	yes	yes	yes
8801250	Technology					
01210290R	History					
0370466	Psychoanalytic Interpretation					
0371160	Occupational Medicine					
14811020R	Occupational Health					
100970957	Alaska					
100970957	Indians, North American					
100970957	Inuits					
100970957	Mental Health					
100970957	United States					
8909511	Alaska					
8909511	Indians, North American					
8909511	Inuits					
8909511	Mental Health					
8909511	United States					
9314637	Alaska					
9314637	Indians, North American					
9314637	Inuits					
9314637	Mental Health					
9314637	United States					
0367526	Acupuncture Therapy					
9208821	Behavior, Addictive	yes	12.0	yes	yes	yes
9208821	Substance-Related Disorders	yes	12.0	yes	yes	yes
101082834	Alzheimer Disease	yes	0.0	yes		
101082834	Dementia	yes	0.0	yes		
0376312	Anatomy					
9504685	Anesthesia					
9504685	Anesthesiology					
0237447	Art Therapy					
9114917	Audiology	yes	0.0	yes	yes	yes
9114917	Hearing Aids	yes	0.0	yes	yes	yes
9114917	Hearing Disorders	yes	0.0	yes	yes	yes
100898738	Bioethics	yes	12.0	yes	yes	yes
0370467	Botany	yes	12.0	yes	yes	yes
8706659	Angiocardiography					
8706659	Echocardiography					
8706659	Heart					
8706659	Magnetic Resonance Spectroscopy					
8706659	Radionuclide Imaging					
0207277	Cardiology	yes	12.0	yes	yes	yes
100967755	Cardiology	yes	12.0	yes	yes	yes
100967755	Cardiovascular Agents	yes	12.0	yes	yes	yes
100967755	Cardiovascular Diseases	yes	12.0	yes	yes	yes
100967755	Heart Diseases	yes	12.0	yes	yes	yes
8702438	Cardiovascular Diseases					
101489566	Clinical Medicine					
7901431	Acupuncture Therapy	yes	0.0	yes	yes	yes
7901431	Herbal Medicine	yes	0.0	yes	yes	yes
7901431	Medicine, East Asian Traditional	yes	0.0	yes	yes	yes
0354717	Acupuncture Therapy					
0354717	China					
0354717	Medicine					
0354717	Medicine, East Asian Traditional					
100895290	Cosmetic Techniques	yes	12.0	yes	yes	yes
100895290	Dermatologic Agents	yes	12.0	yes	yes	yes
100895290	Skin Diseases	yes	12.0	yes	yes	yes
0100626	Hypnosis	yes	12.0	yes	yes	yes
0376027	Nutritional Physiological Phenomena	yes	12.0	yes	yes	yes
8207754	Neoplasms					
0370470	Clinical Laboratory Techniques	yes	12.0	yes	yes	yes
0370470	Pathology	yes	12.0	yes	yes	yes
0364535	Community Mental Health Services	yes	24.0	yes	yes	yes
0364535	Community Psychiatry	yes	24.0	yes	yes	yes
9100472	Dermatitis, Contact					
9211547	Critical Care	yes				
9211547	Nursing	yes				
9211547	Nursing Care	yes				
8806701	Dentistry					
7911005	Skin Diseases	yes	12.0	yes	yes	yes
0404011	Gastroenterology					
0404011	Nutritional Physiological Phenomena					
9814246	Pediatrics					
0370471	Pediatrics					
101291100	Disaster Medicine					
7502510	Alcoholism	yes	12.0	yes	yes	yes
7502510	Substance-Related Disorders	yes	12.0	yes	yes	yes
14820160R	Economics					
14820160R	Sociology					
0370504	Electroencephalography					
9607038	Electrodiagnosis					
9607038	Electroencephalography					
9607038	Nervous System Diseases					
8309942	Emergency Medicine	yes	12.0	yes	yes	yes
7910653	Epidemiology	yes	12.0	yes	yes	yes
7910653	Public Health	yes	12.0	yes	yes	yes
8108948	Forensic Medicine	yes	12.0	yes	yes	yes
8108948	Pathology	yes	12.0	yes	yes	yes
0421030	Gastroenterology	yes	12.0	yes	yes	yes
9215283	Aged					
9215283	Cardiovascular Diseases					
101190325	Aged					
101190325	Drug Therapy					
101190325	Geriatrics					
9309609	Aged	yes	12.0	yes	yes	yes
9309609	Mental Disorders	yes	12.0	yes	yes	yes
9602338	Health Behavior	yes			yes	yes
9602338	Health Education	yes			yes	yes
9602338	Health Promotion	yes			yes	yes
9602338	Preventive Medicine	yes			yes	yes
7701759	Health Planning					
7701759	Regional Health Planning					
7701759	United States					
8701680	Health Promotion	yes	0.0	yes	yes	yes
9503023	Drug Therapy	yes	12.0	yes	yes	yes
9503023	Pharmaceutical Preparations	yes	12.0	yes	yes	yes
9503023	Pharmacy Service, Hospital	yes	12.0	yes	yes	yes
7610369	Hematology	yes	12.0	yes	yes	yes
8502312	Hospices					
8502312	Palliative Care					
8502312	Terminal Care					
9008229	Hospices	yes	0.0	yes	yes	yes
9008229	Palliative Care	yes	0.0	yes	yes	yes
9008229	Terminal Care	yes	0.0	yes	yes	yes
0370474	Pharmacology					
0370474	Pharmacy					
0370474	Pharmacy Service, Hospital					
8915029	Biology	yes	12.0	yes	yes	yes
0370475	Genetics	yes	6.0	yes	yes	yes
7910859	Hygiene					
7910859	Public Health					
8803676	Hypertension	yes	12.0	yes	yes	yes
8101110	Occupational Medicine	yes	12.0	yes	yes	yes
8004854	Cross Infection	yes	12.0	yes	yes	yes
101492916	Developmental Disabilities	yes	0.0	yes		
101492916	Intellectual Disability	yes	0.0	yes		
101492916	Persons with Mental Disabilities	yes	0.0	yes		
8110075	Kidney Diseases	yes	12.0	yes	yes	yes
8804841	Knee					
7509572	Jurisprudence	yes	6.0	yes	yes	yes
7509572	Medicine	yes	6.0	yes	yes	yes
9613960	Delivery of Health Care	yes				
9613960	Managed Care Programs	yes				
9613960	United States	yes				
0267200	Medicine	yes	12.0	yes	yes	yes
0061651	Electronics					
0061651	Medicine					
7708900	Genetics, Medical					
101235741	Genetics, Medical	yes	12.0	yes	yes	yes
101235742	Genetics, Medical	yes	12.0	yes	yes	yes
101235742	Nervous System Diseases	yes	12.0	yes	yes	yes
101235745	Genetics, Medical	yes	12.0	yes	yes	yes
8706133	Genetics, Medical					
9300756	Cost Control	yes	12.0	yes	yes	yes
9300756	Quality Assurance, Health Care	yes	12.0	yes	yes	yes
9300756	Quality of Health Care	yes	12.0	yes	yes	yes
9300756	Utilization Review	yes	12.0	yes	yes	yes
0370506	Medicine	yes	12.0	yes	yes	yes
0370505	Biomedical Technology					
101287723	Health	yes	0.0	yes		
101287723	Men	yes	0.0	yes		
101287723	Sex Factors	yes	0.0	yes		
0372647	Intellectual Disability					
8800463	Intellectual Disability					
8109361	Nephrology	yes	0.0	yes	yes	yes
0372646	Nursing	yes	12.0	yes	yes	yes
0370476	Gynecology	yes	12.0	yes	yes	yes
0370476	Obstetrics	yes	12.0	yes	yes	yes
101746609	Gynecology					
101746609	Obstetrics					
7705978	Occupational Therapy	yes	0.0	yes	yes	yes
0370500	Ophthalmology	yes	12.0	yes	yes	yes
0420462	Optometry					
0417614	Optics and Photonics					
0417614	Optometry					
0370501	Orthodontics					
8610224	Orthodontics	yes	12.0	yes	yes	yes
14820350R	Orthodontics					
14820350R	Surgery, Oral					
0134543	Orthopedics					
9502918	Orthopedics					
7611912	Orthopedics					
0400640	Child Psychiatry	yes	0.0	yes	yes	yes
0400640	Mental Health	yes	0.0	yes	yes	yes
