NlmUniqueID	BroadJournalHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid	DOAJ_Seal	DOAJ	Reverse_Flip	flipped_embargo	flipped_access_model	flipped_born_oa
7610369	Hematology	yes	12.0	yes	yes	yes						
8502312	Nursing											
8502312	Palliative Care											
9008229	Nursing	yes	0.0	yes	yes	yes						
9008229	Palliative Care	yes	0.0	yes	yes	yes						
0370474	Hospitals											
0370474	Pharmacy											
8915029	Biology	yes	12.0	yes	yes	yes						
0370475	Genetics, Medical	yes	6.0	yes	yes	yes						
8803676	Vascular Diseases	yes	12.0	yes	yes	yes						
8101110	Occupational Medicine	yes	12.0	yes	yes	yes						
8004854	Communicable Diseases	yes	12.0	yes	yes	yes						
101492916	Psychiatry	yes	0.0	yes								
8110075	Nephrology	yes	12.0	yes	yes	yes						
8804841	General Surgery											
8804841	Orthopedics											
7509572	Jurisprudence	yes	6.0	yes	yes	yes						
7509572	Medicine	yes	6.0	yes	yes	yes						
9613960	Health Services	yes										
0267200	Medicine	yes	12.0	yes	yes	yes						
0061651	Medicine											
7708900	Genetics, Medical											
101235741	Genetics, Medical	yes	12.0	yes	yes	yes						
101235742	Genetics, Medical	yes	12.0	yes	yes	yes						
101235742	Neurology	yes	12.0	yes	yes	yes						
101235742	Psychiatry	yes	12.0	yes	yes	yes						
101235745	Genetics, Medical	yes	12.0	yes	yes	yes						
8706133	Genetics, Medical											
9300756	Health Services	yes	12.0	yes	yes	yes						
0370506	Medicine	yes	12.0	yes	yes	yes						
0370505	Technology											
101287723	Health Services	yes	0.0	yes			No	yes				
101287723	Public Health	yes	0.0	yes			No	yes				
0372647	Psychiatry											
8800463	Psychiatry											
8109361	Nephrology	yes	0.0	yes	yes	yes						
0372646	Nursing	yes	12.0	yes	yes	yes						
0370476	Gynecology	yes	12.0	yes	yes	yes						
0370476	Obstetrics	yes	12.0	yes	yes	yes						
101746609	Gynecology											
101746609	Obstetrics											
7705978	Physical and Rehabilitation Medicine	yes	0.0	yes	yes	yes						
0370500	Ophthalmology	yes	12.0	yes	yes	yes						
0420462	Ophthalmology											
0417614	Ophthalmology											
0370501	Orthodontics											
8610224	Dentistry	yes	12.0	yes	yes	yes						
8610224	Orthodontics	yes	12.0	yes	yes	yes						
0134543	Orthopedics											
9502918	Orthopedics											
7611912	Orthopedics											
0400640	Psychiatry	yes	0.0	yes	yes	yes						
0400640	Psychology	yes	0.0	yes	yes	yes						
7909513	Otolaryngology											
8000029	Otolaryngology	yes	12.0	yes	yes	yes						
0370502	Pathology	yes	12.0	yes	yes	yes						
7908071	Hematology											
7908071	Neoplasms											
7908071	Pediatrics											
8405212	Perinatology	yes	12.0	yes	yes	yes						
0372650	Education											
0372650	Pharmacy											
0416354	Pharmacy											
100967746	Genetics, Medical											
100967746	Pharmacology											
0400654	Anthropology											
0370503	Physical and Rehabilitation Medicine											
8803677	Physical and Rehabilitation Medicine	yes	12.0	yes	yes	yes						
0370511	Physiology											
100901225	Cell Biology	yes	12.0	yes	yes	yes						
100901225	Physiology	yes	12.0	yes	yes	yes						
100901226	Endocrinology	yes	12.0	yes	yes	yes						
100901226	Metabolism	yes	12.0	yes	yes	yes						
100901226	Physiology	yes	12.0	yes	yes	yes						
100901227	Gastroenterology	yes	12.0	yes	yes	yes						
100901227	Physiology	yes	12.0	yes	yes	yes						
100901228	Cardiology	yes	12.0	yes	yes	yes						
100901228	Physiology	yes	12.0	yes	yes	yes						
8610225	Nuclear Medicine											
8610225	Radiology											
100901229	Cell Biology	yes	12.0	yes	yes	yes						
100901229	Molecular Biology	yes	12.0	yes	yes	yes						
100901229	Physiology	yes	12.0	yes	yes	yes						
100901229	Pulmonary Medicine	yes	12.0	yes	yes	yes						
100901230	Physiology	yes	12.0	yes	yes	yes						
100901990	Nephrology	yes	12.0	yes	yes	yes						
100901990	Physiology	yes	12.0	yes	yes	yes						
0001470	Nursing											
8704773	Public Health	yes	12.0	yes	yes	yes						
8108949	Zoology	yes	12.0	yes	yes	yes						
0370472	Gastroenterology											
7910860	Gastroenterology											
7910860	General Surgery											
0370512	Psychiatry	yes	0.0	yes								
0372630	Psychiatry	yes	12.0	yes								
0370513	Psychology											
0110672	Psychiatry	yes	0.0	yes								
0110672	Therapeutics	yes	0.0	yes								
1254074	Public Health	yes			yes	yes						
1254075	Public Health											
8912860	Allergy and Immunology	yes	12.0	yes	yes	yes						
8912860	Reproductive Medicine	yes	12.0	yes	yes	yes						
8111069	Allergy and Immunology											
8111069	Reproductive Medicine											
8501543	Allergy and Immunology											
8501543	Microbiology											
8501543	Reproductive Medicine											
8917225	Cell Biology	yes	12.0	yes	yes	yes						
8917225	Molecular Biology	yes	12.0	yes	yes	yes						
9421642	Critical Care	yes	12.0	yes	yes	yes						
9421642	Pulmonary Medicine	yes	12.0	yes	yes	yes						
101132974	Pulmonary Medicine											
8807268	Otolaryngology											
101490775	Allergy and Immunology											
101490775	Otolaryngology											
7605534	Nuclear Medicine											
7605534	Radiology											
9114726	Speech-Language Pathology	yes	0.0	yes	yes	yes						
7609541	Sports Medicine	yes	0.0	yes								
0370473	General Surgery	yes	12.0	yes	yes	yes						
7707904	General Surgery	yes	12.0	yes	yes	yes						
7707904	Pathology	yes	12.0	yes	yes	yes						
9441347	Therapeutics	yes	12.0	yes	yes	yes						
100968638	Transplantation	yes	12.0	yes	yes	yes						
0370507	Tropical Medicine	yes	0.0	yes	yes	yes						
0375011	Veterinary Medicine	yes			yes	yes						
0404016	Nursing											
0404016	Pulmonary Medicine											
2984688R	Biology	yes	6.0	yes	yes	yes						
2984688R	Science	yes	6.0	yes	yes	yes						
7506499	Nursing											
0370520	Ophthalmology											
0370520	Therapeutics											
7801164	Pharmacy											
0370521	Psychology	yes	0.0	yes	yes	yes						
7610370	Physical and Rehabilitation Medicine											
0370523	Pulmonary Medicine											
0370514	Science											
101233985	Neoplasms											
0370515	Social Sciences											
0370522	General Surgery											
9891709	Jurisprudence											
0370516	Biology											
101649265	Ethics	yes										
0165700	Medicine											
0364220	Environmental Health	yes	12.0	yes	yes	yes						
0364220	Toxicology	yes	12.0	yes	yes	yes						
14730560R	Chemistry	yes	12.0	yes	yes	yes						
14730560R	History of Medicine	yes	12.0	yes	yes	yes						
9711806	Health Services											
101089367	Pediatrics											
7513559	Dentistry											
8812078	Acquired Immunodeficiency Syndrome											
101209213	Medical Informatics											
9200312	Biochemistry	yes	12.0	yes	yes	yes						
9433802	Biochemistry	yes	12.0	yes	yes	yes						
101283386	Neurology											
101587185	Neurology	yes	12.0	yes	yes	yes						
100964775	Neurology											
7503280	Science						No	yes				
0423664	Nursing											
0067662	Dermatology											
1263440	Gynecology											
0376524	General Surgery											
7500780	Tropical Medicine											
0370533	Dentistry											
0420463	Pediatrics											
18330640R	Medicine											
7506831	Medicine											
7502729	Dentistry											
7506833	Chemistry											
7506833	Pharmacy											
7500781	Public Health											
7500781	Tropical Medicine											
7506829	Dentistry											
7502512	Tropical Medicine											
0347357	Medicine											
9112183	Internal Medicine											
0413653	Microbiology											
7605535	Otolaryngology											
101162596	Pediatrics											
101765626	Pediatrics	yes	0.0	yes			No	yes				
0264671	Medicine											
7505188	Medicine											
9710381	Public Health											
7509335	Nursing											
7511412	Nursing											
9870008	Nursing											
101095069	Cardiology											
9505216	Microbiology	yes	12.0	yes	yes	yes						
101652401	Anesthesiology	yes	12.0	yes	yes	yes						
101652401	Critical Care	yes	12.0	yes	yes	yes						
0342017	Anesthesiology	yes	0.0	yes	yes	yes						
0342017	Critical Care	yes	0.0	yes	yes	yes						
0371112	Anesthesiology											
0370524	Anesthesiology	yes	12.0	yes	yes	yes						
101472620	Anesthesiology						No	yes				
101472620	Critical Care						No	yes				
7611455	Anesthesiology											
7611455	Critical Care											
7611455	Emergency Medicine											
0370525	Anesthesiology	yes	12.0	yes	yes	yes						
101134327	Chemistry Techniques, Analytical	yes	12.0	yes	yes	yes						
0370535	Biochemistry	yes	12.0	yes	yes	yes						
8911016	Cell Biology											
8911016	Pathology											
101541993	Cell Biology						Yes	yes				
101541993	Neoplasms						Yes	yes				
101541993	Pathology						Yes	yes				
0370536	Chemistry Techniques, Analytical	yes	12.0	yes	yes	yes						
0370534	Chemistry Techniques, Analytical	yes	12.0	yes	yes	yes						
101519733	Chemistry Techniques, Analytical	yes	12.0	yes	yes	yes						
7911206	Cell Biology											
7911206	Medicine											
8506819	Cell Biology											
8506819	Histology											
101638882	Cell Biology											
101638882	Histology											
8511078	Chemistry Techniques, Analytical	yes	0.0	yes	yes	yes						
0372652	Chemistry Techniques, Analytical	yes	12.0	yes	yes	yes						
8005775	Anesthesiology											
8005775	Critical Care											
8005775	Emergency Medicine											
9109478	Anesthesiology	yes	12.0	yes								
9109478	Critical Care	yes	12.0	yes								
9109478	Emergency Medicine	yes	12.0	yes								
9109478	Psychophysiology	yes	12.0	yes								
0436571	Anesthesiology											
0370541	Anatomy											
7808897	Anatomy											
7505194	Anatomy											
7505194	Embryology											
7704218	Anatomy	yes	12.0	yes	yes	yes						
7704218	Embryology	yes	12.0	yes	yes	yes						
7704218	Histology	yes	12.0	yes	yes	yes						
7704218	Veterinary Medicine	yes	12.0	yes	yes	yes						
9703615	Pathology											
0370540	Anatomy											
101292775	Anatomy	yes	12.0	yes	yes	yes						
101234285	Anatomy											
101234285	Biology											
101234285	Cell Biology											
101234285	Molecular Biology											
101234289	Anatomy											
8402176	Anatomy											
101392205	Anatomy	yes	12.0	yes	yes	yes						
101392205	Education	yes	12.0	yes	yes	yes						
101154140	Anatomy	yes	12.0	yes	yes	yes						
101652981	Cardiology						No	yes				
101778868	Pediatrics											
0423506	Reproductive Medicine	yes	12.0	yes	yes	yes						
0423506	Urology	yes	12.0	yes	yes	yes						
0423126	Endocrinology											
101585129	Reproductive Medicine	yes	12.0	yes	yes	yes						
101585129	Urology	yes	12.0	yes	yes	yes						
1304656	Nursing											
7705399	Anesthesiology											
9424972	Anesthesiology											
1310650	Anesthesiology	yes	12.0	yes	yes	yes						
0404017	Anesthesiology											
9207842	Anesthesiology											
9207842	Dentistry											
0043533	Anesthesiology											
0043533	Dentistry											
101273663	Anesthesiology	yes	12.0	yes	yes	yes						
8810131	Anesthesiology											
0414774	Anesthesiology											
1300217	Anesthesiology	yes	12.0	yes	yes	yes						
0060612	Cardiology											
0370543	Chemistry	yes	12.0	yes	yes	yes						
0370544	Parasitology											
9814575	Hematology	yes	12.0	yes	yes	yes						
9604504	Cardiology											
9604504	General Surgery											
0370545	Vascular Diseases											
0427125	Cardiology											
0203706	Vascular Diseases	yes	0.0	yes	yes	yes						
0370550	Dentistry											
0370550	Orthodontics											
7611915	Medicine											
0376746	Biology											
0376746	Psychology											
9011409	Biotechnology	yes	12.0	yes	yes	yes						
9011409	Zoology	yes	12.0	yes	yes	yes						
0263344	Hematology											
0263344	Molecular Biology											
0263344	Veterinary Medicine											
9814573	Veterinary Medicine	yes	12.0	yes	yes	yes						
8605704	Genetics	yes	12.0	yes	yes	yes						
8605704	Zoology	yes	12.0	yes	yes	yes						
101083072	Veterinary Medicine	yes	0.0	yes	yes	yes						
0357415	Behavioral Sciences											
0357415	Veterinary Medicine											
7807205	Reproductive Medicine	yes	12.0	yes	yes	yes						
7807205	Veterinary Medicine	yes	12.0	yes	yes	yes						
7807205	Zoology	yes	12.0	yes	yes	yes						
100956805	Veterinary Medicine	yes	12.0	yes	yes	yes						
101303270	Veterinary Medicine	yes	0.0	yes			No	yes				
101303270	Zoology	yes	0.0	yes			No	yes				
101726292	Laboratory Animal Science						No	yes				
7503289	Medicine											
7506854	Military Medicine											
7506854	Tropical Medicine											
7506853	Medicine											
7604095	Medicine											
0413756	Biology											
101528485	Medicine											
101528485	Traumatology											
101231417	Medicine	yes	0.0	yes								
9500166	Environmental Health						No	yes				
0372346	Allergy and Immunology											
9503580	Allergy and Immunology	yes	12.0	yes	yes	yes						
9503580	Pulmonary Medicine	yes	12.0	yes	yes	yes						
